Date|BTC Issuance|BTC Blocks
2012-03-18|8000|160
2012-03-19|7150|143
2012-03-20|8000|160
2012-03-21|7900|158
2012-03-22|7900|158
2012-03-23|6300|126
2012-03-24|9200|184
2012-03-25|7850|157
2012-03-26|7550|151
2012-03-27|7800|156
2012-03-28|7500|150
2012-03-29|7050|141
2012-03-30|7700|154
2012-03-31|8500|170
2012-04-01|7100|142
2012-04-02|5800|116
2012-04-03|6650|133
2012-04-04|6850|137
2012-04-05|5850|117
2012-04-06|6800|136
2012-04-07|6450|129
2012-04-08|7500|150
2012-04-09|7300|146
2012-04-10|7350|147
2012-04-11|7050|141
2012-04-12|6350|127
2012-04-13|6150|123
2012-04-14|6950|139
2012-04-15|5350|107
2012-04-16|7500|150
2012-04-17|6750|135
2012-04-18|6500|130
2012-04-19|7850|157
2012-04-20|7700|154
2012-04-21|7700|154
2012-04-22|7000|140
2012-04-23|6750|135
2012-04-24|6900|138
2012-04-25|6350|127
2012-04-26|7750|155
2012-04-27|6750|135
2012-04-28|7600|152
2012-04-29|8950|179
2012-04-30|8950|179
2012-05-01|8500|170
2012-05-02|7500|150
2012-05-03|7850|157
2012-05-04|8050|161
2012-05-05|8350|167
2012-05-06|8200|164
2012-05-07|8500|170
2012-05-08|8800|176
2012-05-09|8300|166
2012-05-10|6450|129
2012-05-11|7150|143
2012-05-12|6400|128
2012-05-13|7000|140
2012-05-14|6950|139
2012-05-15|6500|130
2012-05-16|6050|121
2012-05-17|5800|116
2012-05-18|7250|145
2012-05-19|7450|149
2012-05-20|6900|138
2012-05-21|6300|126
2012-05-22|5750|115
2012-05-23|6500|130
2012-05-24|6250|125
2012-05-25|6050|121
2012-05-26|7100|142
2012-05-27|7950|159
2012-05-28|7100|142
2012-05-29|6300|126
2012-05-30|6550|131
2012-05-31|6900|138
2012-06-01|7600|152
2012-06-02|8000|160
2012-06-03|7650|153
2012-06-04|7750|155
2012-06-05|7350|147
2012-06-06|7650|153
2012-06-07|6950|139
2012-06-08|7050|141
2012-06-09|8550|171
2012-06-10|8300|166
2012-06-11|7000|140
2012-06-12|7800|156
2012-06-13|7500|150
2012-06-14|7800|156
2012-06-15|7950|159
2012-06-16|7800|156
2012-06-17|8200|164
2012-06-18|8750|175
2012-06-19|7350|147
2012-06-20|7250|145
2012-06-21|6800|136
2012-06-22|6900|138
2012-06-23|8200|164
2012-06-24|6550|131
2012-06-25|7700|154
2012-06-26|7450|149
2012-06-27|8150|163
2012-06-28|6850|137
2012-06-29|7300|146
2012-06-30|6600|132
2012-07-01|7100|142
2012-07-02|7600|152
2012-07-03|8000|160
2012-07-04|7500|150
2012-07-05|7200|144
2012-07-06|7750|155
2012-07-07|8300|166
2012-07-08|7650|153
2012-07-09|8150|163
2012-07-10|7500|150
2012-07-11|6700|134
2012-07-12|7500|150
2012-07-13|8150|163
2012-07-14|8050|161
2012-07-15|7000|140
2012-07-16|7500|150
2012-07-17|8600|172
2012-07-18|7750|155
2012-07-19|6750|135
2012-07-20|7400|148
2012-07-21|7050|141
2012-07-22|7750|155
2012-07-23|7050|141
2012-07-24|8050|161
2012-07-25|8000|160
2012-07-26|8450|169
2012-07-27|8900|178
2012-07-28|7650|153
2012-07-29|8300|166
2012-07-30|8800|176
2012-07-31|6500|130
2012-08-01|6700|134
2012-08-02|8250|165
2012-08-03|8100|162
2012-08-04|7800|156
2012-08-05|6950|139
2012-08-06|7000|140
2012-08-07|8200|164
2012-08-08|8300|166
2012-08-09|8500|170
2012-08-10|7800|156
2012-08-11|8400|168
2012-08-12|7950|159
2012-08-13|8000|160
2012-08-14|7850|157
2012-08-15|8350|167
2012-08-16|7700|154
2012-08-17|6900|138
2012-08-18|7550|151
2012-08-19|9100|182
2012-08-20|8700|174
2012-08-21|8650|173
2012-08-22|7800|156
2012-08-23|8250|165
2012-08-24|7400|148
2012-08-25|6900|138
2012-08-26|8950|179
2012-08-27|7250|145
2012-08-28|7550|151
2012-08-29|8400|168
2012-08-30|7700|154
2012-08-31|7000|140
2012-09-01|8050|161
2012-09-02|8200|164
2012-09-03|7850|157
2012-09-04|7650|153
2012-09-05|9000|180
2012-09-06|8550|171
2012-09-07|8400|168
2012-09-08|7250|145
2012-09-09|7950|159
2012-09-10|7500|150
2012-09-11|7250|145
2012-09-12|7750|155
2012-09-13|6500|130
2012-09-14|8100|162
2012-09-15|7200|144
2012-09-16|8050|161
2012-09-17|8400|168
2012-09-18|8350|167
2012-09-19|7050|141
2012-09-20|7600|152
2012-09-21|8450|169
2012-09-22|7850|157
2012-09-23|7900|158
2012-09-24|7650|153
2012-09-25|6950|139
2012-09-26|7000|140
2012-09-27|8050|161
2012-09-28|7900|158
2012-09-29|8400|168
2012-09-30|7950|159
2012-10-01|6550|131
2012-10-02|7300|146
2012-10-03|6650|133
2012-10-04|6550|131
2012-10-05|6800|136
2012-10-06|7750|155
2012-10-07|6250|125
2012-10-08|8900|178
2012-10-09|7100|142
2012-10-10|7450|149
2012-10-11|6900|138
2012-10-12|7450|149
2012-10-13|7400|148
2012-10-14|6350|127
2012-10-15|8450|169
2012-10-16|7750|155
2012-10-17|7100|142
2012-10-18|7850|157
2012-10-19|6750|135
2012-10-20|7900|158
2012-10-21|8050|161
2012-10-22|7850|157
2012-10-23|6500|130
2012-10-24|8100|162
2012-10-25|7150|143
2012-10-26|8250|165
2012-10-27|8750|175
2012-10-28|8300|166
2012-10-29|7900|158
2012-10-30|7150|143
2012-10-31|7200|144
2012-11-01|6850|137
2012-11-02|7150|143
2012-11-03|7300|146
2012-11-04|7850|157
2012-11-05|8000|160
2012-11-06|6750|135
2012-11-07|7850|157
2012-11-08|7700|154
2012-11-09|7600|152
2012-11-10|7200|144
2012-11-11|7350|147
2012-11-12|6600|132
2012-11-13|7000|140
2012-11-14|7150|143
2012-11-15|6800|136
2012-11-16|7250|145
2012-11-17|7000|140
2012-11-18|7300|146
2012-11-19|7300|146
2012-11-20|7350|147
2012-11-21|7600|152
2012-11-22|7200|144
2012-11-23|8150|163
2012-11-24|7550|151
2012-11-25|7300|146
2012-11-26|7850|157
2012-11-27|7400|148
2012-11-28|7000|172
2012-11-29|4150|166
2012-11-30|3125|125
2012-12-01|4175|167
2012-12-02|3575|143
2012-12-03|3675|147
2012-12-04|2800|112
2012-12-05|3050|122
2012-12-06|3425|137
2012-12-07|3225|129
2012-12-08|3450|138
2012-12-09|3150|126
2012-12-10|3575|143
2012-12-11|3600|144
2012-12-12|3250|130
2012-12-13|3275|131
2012-12-14|2650|106
2012-12-15|2900|116
2012-12-16|2775|111
2012-12-17|3350|134
2012-12-18|3125|125
2012-12-19|3550|142
2012-12-20|2650|106
2012-12-21|3150|126
2012-12-22|3825|153
2012-12-23|3050|122
2012-12-24|3300|132
2012-12-25|3100|124
2012-12-26|3850|154
2012-12-27|3900|156
2012-12-28|4225|169
2012-12-29|3600|144
2012-12-30|4150|166
2012-12-31|3950|158
2013-01-01|4050|162
2013-01-02|3825|153
2013-01-03|4050|162
2013-01-04|3825|153
2013-01-05|3525|141
2013-01-06|3625|145
2013-01-07|4200|168
2013-01-08|3325|133
2013-01-09|3250|130
2013-01-10|3675|147
2013-01-11|2925|117
2013-01-12|3050|122
2013-01-13|3325|133
2013-01-14|3925|157
2013-01-15|3025|121
2013-01-16|3275|131
2013-01-17|2775|111
2013-01-18|3025|121
2013-01-19|3850|154
2013-01-20|3250|130
2013-01-21|3300|132
2013-01-22|3600|144
2013-01-23|3150|126
2013-01-24|3900|156
2013-01-25|3425|137
2013-01-26|3900|156
2013-01-27|3775|151
2013-01-28|3675|147
2013-01-29|3950|158
2013-01-30|3825|153
2013-01-31|4825|193
2013-02-01|3675|147
2013-02-02|3825|153
2013-02-03|4650|186
2013-02-04|4100|164
2013-02-05|4175|167
2013-02-06|3650|146
2013-02-07|3850|154
2013-02-08|3775|151
2013-02-09|3575|143
2013-02-10|4025|161
2013-02-11|3975|159
2013-02-12|3475|139
2013-02-13|4275|171
2013-02-14|3775|151
2013-02-15|4475|179
2013-02-16|4725|189
2013-02-17|4700|188
2013-02-18|4025|161
2013-02-19|3975|159
2013-02-20|4825|193
2013-02-21|4400|176
2013-02-22|4250|170
2013-02-23|4100|164
2013-02-24|3900|156
2013-02-25|5100|204
2013-02-26|4150|166
2013-02-27|4825|193
2013-02-28|4200|168
2013-03-01|3800|152
2013-03-02|3625|145
2013-03-03|4025|161
2013-03-04|4475|179
2013-03-05|3475|139
2013-03-06|3875|155
2013-03-07|4000|160
2013-03-08|4000|160
2013-03-09|4225|169
2013-03-10|4575|183
2013-03-11|4100|164
2013-03-12|3375|135
2013-03-13|3925|157
2013-03-14|4475|179
2013-03-15|4300|172
2013-03-16|4375|175
2013-03-17|5225|209
2013-03-18|4750|190
2013-03-19|4250|170
2013-03-20|5275|211
2013-03-21|5450|218
2013-03-22|5725|229
2013-03-23|5425|217
2013-03-24|4725|189
2013-03-25|3600|144
2013-03-26|3775|151
2013-03-27|3275|131
2013-03-28|4575|183
2013-03-29|4350|174
2013-03-30|4325|173
2013-03-31|4225|169
2013-04-01|4950|198
2013-04-02|4525|181
2013-04-03|4375|175
2013-04-04|3850|154
2013-04-05|3950|158
2013-04-06|4075|163
2013-04-07|4100|164
2013-04-08|3875|155
2013-04-09|4400|176
2013-04-10|4775|191
2013-04-11|4000|160
2013-04-12|4325|173
2013-04-13|4175|167
2013-04-14|3825|153
2013-04-15|4100|164
2013-04-16|4425|177
2013-04-17|4275|171
2013-04-18|3675|147
2013-04-19|3425|137
2013-04-20|3850|154
2013-04-21|4400|176
2013-04-22|3825|153
2013-04-23|4200|168
2013-04-24|4050|162
2013-04-25|4300|172
2013-04-26|4275|171
2013-04-27|3675|147
2013-04-28|4425|177
2013-04-29|4350|174
2013-04-30|3725|149
2013-05-01|3775|151
2013-05-02|3350|134
2013-05-03|3425|137
2013-05-04|3975|159
2013-05-05|4125|165
2013-05-06|4150|166
2013-05-07|4200|168
2013-05-08|4125|165
2013-05-09|4100|164
2013-05-10|4300|172
2013-05-11|4550|182
2013-05-12|4200|168
2013-05-13|4350|174
2013-05-14|3850|154
2013-05-15|3525|141
2013-05-16|3700|148
2013-05-17|4025|161
2013-05-18|3725|149
2013-05-19|3900|156
2013-05-20|3225|129
2013-05-21|3775|151
2013-05-22|3900|156
2013-05-23|4350|174
2013-05-24|4225|169
2013-05-25|4125|165
2013-05-26|4075|163
2013-05-27|4400|176
2013-05-28|3950|158
2013-05-29|4200|168
2013-05-30|4475|179
2013-05-31|4375|175
2013-06-01|5325|213
2013-06-02|4975|199
2013-06-03|5325|213
2013-06-04|5325|213
2013-06-05|4600|184
2013-06-06|4525|181
2013-06-07|4025|161
2013-06-08|4525|181
2013-06-09|3975|159
2013-06-10|4350|174
2013-06-11|4500|180
2013-06-12|5075|203
2013-06-13|4650|186
2013-06-14|4500|180
2013-06-15|4325|173
2013-06-16|4625|185
2013-06-17|3625|145
2013-06-18|3500|140
2013-06-19|3400|136
2013-06-20|3850|154
2013-06-21|4200|168
2013-06-22|4400|176
2013-06-23|4125|165
2013-06-24|3750|150
2013-06-25|3925|157
2013-06-26|4350|174
2013-06-27|4175|167
2013-06-28|4225|169
2013-06-29|4225|169
2013-06-30|3825|153
2013-07-01|3925|157
2013-07-02|3825|153
2013-07-03|4600|184
2013-07-04|4125|165
2013-07-05|4650|186
2013-07-06|4675|187
2013-07-07|4650|186
2013-07-08|4800|192
2013-07-09|4625|185
2013-07-10|4875|195
2013-07-11|4350|174
2013-07-12|3850|154
2013-07-13|3925|157
2013-07-14|4300|172
2013-07-15|4100|164
2013-07-16|4100|164
2013-07-17|4600|184
2013-07-18|4025|161
2013-07-19|4275|171
2013-07-20|4650|186
2013-07-21|4975|199
2013-07-22|4125|165
2013-07-23|3525|141
2013-07-24|3975|159
2013-07-25|3650|146
2013-07-26|4100|164
2013-07-27|4525|181
2013-07-28|4200|168
2013-07-29|4450|178
2013-07-30|4925|197
2013-07-31|4750|190
2013-08-01|4425|177
2013-08-02|4800|192
2013-08-03|4250|170
2013-08-04|4475|179
2013-08-05|4725|189
2013-08-06|4750|190
2013-08-07|4650|186
2013-08-08|5125|205
2013-08-09|4875|195
2013-08-10|5250|210
2013-08-11|5400|216
2013-08-12|5400|216
2013-08-13|4575|183
2013-08-14|4200|168
2013-08-15|4250|170
2013-08-16|4200|168
2013-08-17|4750|190
2013-08-18|4850|194
2013-08-19|4425|177
2013-08-20|4750|190
2013-08-21|4900|196
2013-08-22|5400|216
2013-08-23|4900|196
2013-08-24|4575|183
2013-08-25|3775|151
2013-08-26|4150|166
2013-08-27|4225|169
2013-08-28|4450|178
2013-08-29|4725|189
2013-08-30|5125|205
2013-08-31|5575|223
2013-09-01|5525|221
2013-09-02|5375|215
2013-09-03|4850|194
2013-09-04|4075|163
2013-09-05|4475|179
2013-09-06|4625|185
2013-09-07|3625|145
2013-09-08|3925|157
2013-09-09|5075|203
2013-09-10|4775|191
2013-09-11|5000|200
2013-09-12|5325|213
2013-09-13|5100|204
2013-09-14|5450|218
2013-09-15|4525|181
2013-09-16|3850|154
2013-09-17|4475|179
2013-09-18|4125|165
2013-09-19|4750|190
2013-09-20|5000|200
2013-09-21|4725|189
2013-09-22|5075|203
2013-09-23|5250|210
2013-09-24|5300|212
2013-09-25|5150|206
2013-09-26|4050|162
2013-09-27|4450|178
2013-09-28|4425|177
2013-09-29|4250|170
2013-09-30|4075|163
2013-10-01|4675|187
2013-10-02|4775|191
2013-10-03|4975|199
2013-10-04|4500|180
2013-10-05|5475|219
2013-10-06|4625|185
2013-10-07|3900|156
2013-10-08|4050|162
2013-10-09|4450|178
2013-10-10|4800|192
2013-10-11|4625|185
2013-10-12|5350|214
2013-10-13|5525|221
2013-10-14|6250|250
2013-10-15|6500|260
2013-10-16|5250|210
2013-10-17|4175|167
2013-10-18|4800|192
2013-10-19|5575|223
2013-10-20|4975|199
2013-10-21|5275|211
2013-10-22|6125|245
2013-10-23|5525|221
2013-10-24|5375|215
2013-10-25|5875|235
2013-10-26|4550|182
2013-10-27|4475|179
2013-10-28|4375|175
2013-10-29|4000|160
2013-10-30|4875|195
2013-10-31|5275|211
2013-11-01|5200|208
2013-11-02|5050|202
2013-11-03|4800|192
2013-11-04|4875|195
2013-11-05|4350|174
2013-11-06|4075|163
2013-11-07|3600|144
2013-11-08|3350|134
2013-11-09|3700|148
2013-11-10|4275|171
2013-11-11|4675|187
2013-11-12|5025|201
2013-11-13|4200|168
2013-11-14|4575|183
2013-11-15|4150|166
2013-11-16|4850|194
2013-11-17|4650|186
2013-11-18|3900|156
2013-11-19|4025|161
2013-11-20|4100|164
2013-11-21|3750|150
2013-11-22|4300|172
2013-11-23|4250|170
2013-11-24|4200|168
2013-11-25|4325|173
2013-11-26|3975|159
2013-11-27|4325|173
2013-11-28|4525|181
2013-11-29|4325|173
2013-11-30|4400|176
2013-12-01|4875|195
2013-12-02|3975|159
2013-12-03|5000|200
2013-12-04|4275|171
2013-12-05|4250|170
2013-12-06|5200|208
2013-12-07|4875|195
2013-12-08|4875|195
2013-12-09|4400|176
2013-12-10|4800|192
2013-12-11|4125|165
2013-12-12|4075|163
2013-12-13|4350|174
2013-12-14|4950|198
2013-12-15|4425|177
2013-12-16|5025|201
2013-12-17|5075|203
2013-12-18|4975|199
2013-12-19|5650|226
2013-12-20|4450|178
2013-12-21|4025|161
2013-12-22|4225|169
2013-12-23|4275|171
2013-12-24|4225|169
2013-12-25|4050|162
2013-12-26|4500|180
2013-12-27|4600|184
2013-12-28|3750|150
2013-12-29|4200|168
2013-12-30|4325|173
2013-12-31|4600|184
2014-01-01|5125|205
2014-01-02|3350|134
2014-01-03|4025|161
2014-01-04|3525|141
2014-01-05|4825|193
2014-01-06|4650|186
2014-01-07|4425|177
2014-01-08|4825|193
2014-01-09|5175|207
2014-01-10|4675|187
2014-01-11|5250|210
2014-01-12|5175|207
2014-01-13|4225|169
2014-01-14|4050|162
2014-01-15|4600|184
2014-01-16|4625|185
2014-01-17|3800|152
2014-01-18|4350|174
2014-01-19|4225|169
2014-01-20|4875|195
2014-01-21|4150|166
2014-01-22|4800|192
2014-01-23|4425|177
2014-01-24|4725|189
2014-01-25|4125|165
2014-01-26|3800|152
2014-01-27|4350|174
2014-01-28|3850|154
2014-01-29|3800|152
2014-01-30|4400|176
2014-01-31|4600|184
2014-02-01|4725|189
2014-02-02|4650|186
2014-02-03|4525|181
2014-02-04|4300|172
2014-02-05|4200|168
2014-02-06|4550|182
2014-02-07|3875|155
2014-02-08|4550|182
2014-02-09|3450|138
2014-02-10|3900|156
2014-02-11|4100|164
2014-02-12|4450|178
2014-02-13|4450|178
2014-02-14|4775|191
2014-02-15|4675|187
2014-02-16|4875|195
2014-02-17|3875|155
2014-02-18|4075|163
2014-02-19|5000|200
2014-02-20|4425|177
2014-02-21|3800|152
2014-02-22|4500|180
2014-02-23|4200|168
2014-02-24|4775|191
2014-02-25|4025|161
2014-02-26|4600|184
2014-02-27|4700|188
2014-02-28|4525|181
2014-03-01|3600|144
2014-03-02|3500|140
2014-03-03|3700|148
2014-03-04|3725|149
2014-03-05|3900|156
2014-03-06|4325|173
2014-03-07|4150|166
2014-03-08|4200|168
2014-03-09|4475|179
2014-03-10|3725|149
2014-03-11|4200|168
2014-03-12|4550|182
2014-03-13|4050|162
2014-03-14|3325|133
2014-03-15|4125|165
2014-03-16|4275|171
2014-03-17|4025|161
2014-03-18|3650|146
2014-03-19|4000|160
2014-03-20|4425|177
2014-03-21|4650|186
2014-03-22|4250|170
2014-03-23|5350|214
2014-03-24|4700|188
2014-03-25|3925|157
2014-03-26|3975|159
2014-03-27|4325|173
2014-03-28|4350|174
2014-03-29|4375|175
2014-03-30|3500|140
2014-03-31|4500|180
2014-04-01|4275|171
2014-04-02|4925|197
2014-04-03|5100|204
2014-04-04|4875|195
2014-04-05|4275|171
2014-04-06|3775|151
2014-04-07|3775|151
2014-04-08|3350|134
2014-04-09|4025|161
2014-04-10|3875|155
2014-04-11|4225|169
2014-04-12|4025|161
2014-04-13|4675|187
2014-04-14|4825|193
2014-04-15|4550|182
2014-04-16|3975|159
2014-04-17|4225|169
2014-04-18|4000|160
2014-04-19|3975|159
2014-04-20|4450|178
2014-04-21|4275|171
2014-04-22|3850|154
2014-04-23|4125|165
2014-04-24|3775|151
2014-04-25|4550|182
2014-04-26|4075|163
2014-04-27|4425|177
2014-04-28|3800|152
2014-04-29|4275|171
2014-04-30|3425|137
2014-05-01|4400|176
2014-05-02|4025|161
2014-05-03|3550|142
2014-05-04|3775|151
2014-05-05|3125|125
2014-05-06|4850|194
2014-05-07|3975|159
2014-05-08|4175|167
2014-05-09|4250|170
2014-05-10|4475|179
2014-05-11|3800|152
2014-05-12|4100|164
2014-05-13|4050|162
2014-05-14|3750|150
2014-05-15|4275|171
2014-05-16|4525|181
2014-05-17|4325|173
2014-05-18|4300|172
2014-05-19|4200|168
2014-05-20|4425|177
2014-05-21|4375|175
2014-05-22|4300|172
2014-05-23|4125|165
2014-05-24|3850|154
2014-05-25|4025|161
2014-05-26|3950|158
2014-05-27|3400|136
2014-05-28|4225|169
2014-05-29|3525|141
2014-05-30|4175|167
2014-05-31|3675|147
2014-06-01|4375|175
2014-06-02|4825|193
2014-06-03|4450|178
2014-06-04|4525|181
2014-06-05|3800|152
2014-06-06|3475|139
2014-06-07|3875|155
2014-06-08|3400|136
2014-06-09|3900|156
2014-06-10|4175|167
2014-06-11|3650|146
2014-06-12|4300|172
2014-06-13|4075|163
2014-06-14|4450|178
2014-06-15|4750|190
2014-06-16|4700|188
2014-06-17|4600|184
2014-06-18|3950|158
2014-06-19|4175|167
2014-06-20|4650|186
2014-06-21|4650|186
2014-06-22|4500|180
2014-06-23|4400|176
2014-06-24|4700|188
2014-06-25|4675|187
2014-06-26|4275|171
2014-06-27|4925|197
2014-06-28|4550|182
2014-06-29|3925|157
2014-06-30|3300|132
2014-07-01|3325|133
2014-07-02|3425|137
2014-07-03|3475|139
2014-07-04|4150|166
2014-07-05|3800|152
2014-07-06|3550|142
2014-07-07|3750|150
2014-07-08|3750|150
2014-07-09|4150|166
2014-07-10|3725|149
2014-07-11|3900|156
2014-07-12|3925|157
2014-07-13|4000|160
2014-07-14|3375|135
2014-07-15|3975|159
2014-07-16|3600|144
2014-07-17|4300|172
2014-07-18|4300|172
2014-07-19|4425|177
2014-07-20|3875|155
2014-07-21|3875|155
2014-07-22|3550|142
2014-07-23|3650|146
2014-07-24|3575|143
2014-07-25|4075|163
2014-07-26|3350|134
2014-07-27|3825|153
2014-07-28|3750|150
2014-07-29|3725|149
2014-07-30|4300|172
2014-07-31|3850|154
2014-08-01|3925|157
2014-08-02|4075|163
2014-08-03|3850|154
2014-08-04|3200|128
2014-08-05|3375|135
2014-08-06|4100|164
2014-08-07|4000|160
2014-08-08|3950|158
2014-08-09|4550|182
2014-08-10|4425|177
2014-08-11|4550|182
2014-08-12|4350|174
2014-08-13|3625|145
2014-08-14|4500|180
2014-08-15|4125|165
2014-08-16|3950|158
2014-08-17|4250|170
2014-08-18|4950|198
2014-08-19|4650|186
2014-08-20|4225|169
2014-08-21|4125|165
2014-08-22|3925|157
2014-08-23|4050|162
2014-08-24|3650|146
2014-08-25|3425|137
2014-08-26|4325|173
2014-08-27|4225|169
2014-08-28|4325|173
2014-08-29|4250|170
2014-08-30|4550|182
2014-08-31|4700|188
2014-09-01|3400|136
2014-09-02|3675|147
2014-09-03|4225|169
2014-09-04|3950|158
2014-09-05|3625|145
2014-09-06|4475|179
2014-09-07|3875|155
2014-09-08|3600|144
2014-09-09|3650|146
2014-09-10|3925|157
2014-09-11|4250|170
2014-09-12|3850|154
2014-09-13|4525|181
2014-09-14|3950|158
2014-09-15|3950|158
2014-09-16|4275|171
2014-09-17|4650|186
2014-09-18|4475|179
2014-09-19|4275|171
2014-09-20|4400|176
2014-09-21|4100|164
2014-09-22|4200|168
2014-09-23|3750|150
2014-09-24|3900|156
2014-09-25|4300|172
2014-09-26|3350|134
2014-09-27|3350|134
2014-09-28|3250|130
2014-09-29|3425|137
2014-09-30|3825|153
2014-10-01|3875|155
2014-10-02|3450|138
2014-10-03|3650|146
2014-10-04|3850|154
2014-10-05|4225|169
2014-10-06|4025|161
2014-10-07|3350|134
2014-10-08|3600|144
2014-10-09|3700|148
2014-10-10|3875|155
2014-10-11|3600|144
2014-10-12|3700|148
2014-10-13|3875|155
2014-10-14|3300|132
2014-10-15|3775|151
2014-10-16|3700|148
2014-10-17|3550|142
2014-10-18|4100|164
2014-10-19|3325|133
2014-10-20|3425|137
2014-10-21|3825|153
2014-10-22|3975|159
2014-10-23|3775|151
2014-10-24|3975|159
2014-10-25|3875|155
2014-10-26|3125|125
2014-10-27|3975|159
2014-10-28|3450|138
2014-10-29|3875|155
2014-10-30|4250|170
2014-10-31|4700|188
2014-11-01|3975|159
2014-11-02|3875|155
2014-11-03|4225|169
2014-11-04|4050|162
2014-11-05|3450|138
2014-11-06|3850|154
2014-11-07|3750|150
2014-11-08|3825|153
2014-11-09|3750|150
2014-11-10|3675|147
2014-11-11|3225|129
2014-11-12|3675|147
2014-11-13|3625|145
2014-11-14|3850|154
2014-11-15|3500|140
2014-11-16|3750|150
2014-11-17|3600|144
2014-11-18|3850|154
2014-11-19|3525|141
2014-11-20|3450|138
2014-11-21|3175|127
2014-11-22|3850|154
2014-11-23|3550|142
2014-11-24|3675|147
2014-11-25|3300|132
2014-11-26|3425|137
2014-11-27|3525|141
2014-11-28|3700|148
2014-11-29|3925|157
2014-11-30|4000|160
2014-12-01|3250|130
2014-12-02|3750|150
2014-12-03|2900|116
2014-12-04|3650|146
2014-12-05|3900|156
2014-12-06|3425|137
2014-12-07|3150|126
2014-12-08|4075|163
2014-12-09|3550|142
2014-12-10|3575|143
2014-12-11|3700|148
2014-12-12|3525|141
2014-12-13|3650|146
2014-12-14|3525|141
2014-12-15|3525|141
2014-12-16|3575|143
2014-12-17|3200|128
2014-12-18|3225|129
2014-12-19|3425|137
2014-12-20|3350|134
2014-12-21|3300|132
2014-12-22|4100|164
2014-12-23|3750|150
2014-12-24|3825|153
2014-12-25|3950|158
2014-12-26|3800|152
2014-12-27|3800|152
2014-12-28|4225|169
2014-12-29|4100|164
2014-12-30|3875|155
2014-12-31|3800|152
2015-01-01|4125|165
2015-01-02|4125|165
2015-01-03|4050|162
2015-01-04|4300|172
2015-01-05|3900|156
2015-01-06|3950|158
2015-01-07|3500|140
2015-01-08|3675|147
2015-01-09|3500|140
2015-01-10|3675|147
2015-01-11|3875|155
2015-01-12|3550|142
2015-01-13|3175|127
2015-01-14|3625|145
2015-01-15|3775|151
2015-01-16|3475|139
2015-01-17|3450|138
2015-01-18|3825|153
2015-01-19|3600|144
2015-01-20|2950|118
2015-01-21|3725|149
2015-01-22|3375|135
2015-01-23|3100|124
2015-01-24|3150|126
2015-01-25|3125|125
2015-01-26|3175|127
2015-01-27|3725|149
2015-01-28|4100|164
2015-01-29|4100|164
2015-01-30|3450|138
2015-01-31|4150|166
2015-02-01|3875|155
2015-02-02|3975|159
2015-02-03|3175|127
2015-02-04|3975|159
2015-02-05|3975|159
2015-02-06|4425|177
2015-02-07|3975|159
2015-02-08|3300|132
2015-02-09|4025|161
2015-02-10|3600|144
2015-02-11|3950|158
2015-02-12|2975|119
2015-02-13|3650|146
2015-02-14|4000|160
2015-02-15|3500|140
2015-02-16|3925|157
2015-02-17|3725|149
2015-02-18|4175|167
2015-02-19|4150|166
2015-02-20|3950|158
2015-02-21|3550|142
2015-02-22|3775|151
2015-02-23|3550|142
2015-02-24|3225|129
2015-02-25|3975|159
2015-02-26|3750|150
2015-02-27|3800|152
2015-02-28|3550|142
2015-03-01|3500|140
2015-03-02|3950|158
2015-03-03|3950|158
2015-03-04|3500|140
2015-03-05|3300|132
2015-03-06|3700|148
2015-03-07|3500|140
2015-03-08|3900|156
2015-03-09|3600|144
2015-03-10|3800|152
2015-03-11|3850|154
2015-03-12|3275|131
2015-03-13|3650|146
2015-03-14|3275|131
2015-03-15|3575|143
2015-03-16|3475|139
2015-03-17|3200|128
2015-03-18|3825|153
2015-03-19|3425|137
2015-03-20|3400|136
2015-03-21|3775|151
2015-03-22|3550|142
2015-03-23|3625|145
2015-03-24|4325|173
2015-03-25|4050|162
2015-03-26|3700|148
2015-03-27|4275|171
2015-03-28|3700|148
2015-03-29|3825|153
2015-03-30|3550|142
2015-03-31|3750|150
2015-04-01|3300|132
2015-04-02|4150|166
2015-04-03|3650|146
2015-04-04|3825|153
2015-04-05|3700|148
2015-04-06|3150|126
2015-04-07|3800|152
2015-04-08|3125|125
2015-04-09|3325|133
2015-04-10|3800|152
2015-04-11|3500|140
2015-04-12|3200|128
2015-04-13|3900|156
2015-04-14|3725|149
2015-04-15|3050|122
2015-04-16|3450|138
2015-04-17|3150|126
2015-04-18|3650|146
2015-04-19|3625|145
2015-04-20|3850|154
2015-04-21|3825|153
2015-04-22|3800|152
2015-04-23|3250|130
2015-04-24|3100|124
2015-04-25|4075|163
2015-04-26|3600|144
2015-04-27|3425|137
2015-04-28|3825|153
2015-04-29|3175|127
2015-04-30|3350|134
2015-05-01|3700|148
2015-05-02|3675|147
2015-05-03|3525|141
2015-05-04|3200|128
2015-05-05|3850|154
2015-05-06|4025|161
2015-05-07|3525|141
2015-05-08|3750|150
2015-05-09|3225|129
2015-05-10|3225|129
2015-05-11|3950|158
2015-05-12|3750|150
2015-05-13|4050|162
2015-05-14|3850|154
2015-05-15|3675|147
2015-05-16|3300|132
2015-05-17|4275|171
2015-05-18|3600|144
2015-05-19|3250|130
2015-05-20|3625|145
2015-05-21|3875|155
2015-05-22|3450|138
2015-05-23|2800|112
2015-05-24|3650|146
2015-05-25|3525|141
2015-05-26|3600|144
